ADDRESS,STREET_NAME,POSTCODE,SALE_PRICE,HOUSE_TYPE,FREEHOLD/LEASEHOLD,RES_NEW/OLD,SALE_DATE,BEDROOMS,STATIONDIST_MILES
2 Fairlawn, Warren Road ,KT2 7HY,2575000,Semi-Detached, Freehold, Residential (New Build),01-Dec-14,,
11 Aragon Road, ,KT2 5QA,577000,Semi-Detached, Freehold, Residential,01-Dec-14,3,1.1
6 Wheatfield Way, ,KT1 2QS,577000,Semi-Detached, Freehold, Residential,01-Dec-14,3,0.4
62 Latchmere Road, ,KT2 5TW,1250000,Semi-Detached, Freehold, Residential,01-Dec-14,,
19 Linden Crescent, ,KT1 3DZ,520000,Semi-Detached, Freehold, Residential,01-Dec-14,3,0.5
31 Linden Crescent, ,KT1 3DZ,480000,Semi-Detached, Freehold, Residential,01-Dec-14,,
94 Portland Road, ,KT1 2SW,540000,Semi-Detached, Freehold, Residential,01-Dec-14,3,0.7
37 Waters Road, ,KT1 3LW,420000,Semi-Detached, Freehold, Residential,01-Dec-14,3,0.3
23 Richmond Park Road, ,KT2 6AQ,700000,Semi-Detached, Freehold, Residential,01-Dec-14,,
35 Somerset Road, ,KT1 3EA,250000,Semi-Detached, Freehold, Residential,01-Dec-14,,
38 Lingfield Avenue, ,KT1 2TN,850000,Semi-Detached, Freehold, Residential,01-Dec-14,,
69 York Road, ,KT2 6JG,575000,Semi-Detached, Freehold, Residential,01-Dec-14,,
21 Lingfield Avenue, ,KT1 2TL,1100000,Semi-Detached, Freehold, Residential,01-Dec-14,4,0.7
97 Durlston Road, ,KT2 5RS,800000,Semi-Detached, Freehold, Residential,01-Nov-14,4,0.8
36 Portman Road, ,KT1 3DY,485000,Semi-Detached, Freehold, Residential,01-Nov-14,1,0.4
61 Portland Road, ,KT1 2SH,485250,Semi-Detached, Freehold, Residential,01-Nov-14,,
232 Kings Road, ,KT2 5HX,766000,Semi-Detached, Freehold, Residential,01-Nov-14,4,0.6
267 Kings Road, ,KT2 5JJ,1050000,Semi-Detached, Freehold, Residential,01-Nov-14,5,0.6
134 Portland Road, ,KT1 2SW,500000,Semi-Detached, Freehold, Residential,01-Nov-14,3,0.7
40b Elm Road, ,KT2 6HP,850000,Semi-Detached, Freehold, Residential,01-Nov-14,,
12 Gibbon Road, ,KT2 6AB,1100000,Semi-Detached, Freehold, Residential,01-Nov-14,,
50 Avenue Road, ,KT1 2RB,597000,Semi-Detached, Freehold, Residential,01-Nov-14,3,0.5
27 Herbert Road, ,KT1 2SP,565000,Semi-Detached, Freehold, Residential,01-Nov-14,3,0.6
70 Fassett Road, ,KT1 2TF,581000,Semi-Detached, Freehold, Residential,01-Nov-14,3,0.6
47 Avenue Road, ,KT1 2RD,470000,Semi-Detached, Freehold, Residential,01-Nov-14,3,0.5
19 Lancaster Gardens, ,KT2 5NQ,840000,Semi-Detached, Freehold, Residential,01-Nov-14,3,1
10 Horsley Drive, ,KT2 5GG,625000,Semi-Detached, Freehold, Residential,01-Nov-14,3,1
41 Arundel Road, ,KT1 3RX,765000,Semi-Detached, Freehold, Residential,01-Nov-14,,
21 Garth Road, ,KT2 5NY,695000,Semi-Detached, Freehold, Residential,01-Nov-14,3,1
119 Portland Road, ,KT1 2SW,480000,Semi-Detached, Freehold, Residential,01-Nov-14,2,0.7
152 Kings Road, ,KT2 5HU,612612,Semi-Detached, Freehold, Residential,01-Oct-14,2,0.5
288 Kings Road, ,KT2 5JL,520000,Semi-Detached, Freehold, Residential,01-Oct-14,2,0.5
47 Orme Road, ,KT1 3SD,600000,Semi-Detached, Freehold, Residential,01-Oct-14,3,0.3
90 Villiers Road, ,KT1 3BB,485000,Semi-Detached, Freehold, Residential,01-Oct-14,2,0.7
9 Dysart Avenue, ,KT2 5QZ,857000,Semi-Detached, Freehold, Residential,01-Oct-14,4,1
17 Buckingham Road, ,KT1 3BH,469950,Semi-Detached, Freehold, Residential,01-Oct-14,,
19 Cross Road, ,KT2 6HG,675000,Semi-Detached, Freehold, Residential,01-Oct-14,3,0.5
2 Hornchurch Close, ,KT2 5GH,665000,Semi-Detached, Freehold, Residential,01-Oct-14,3,1.1
173 Canbury Park Road, ,KT2 6LG,775000,Semi-Detached, Freehold, Residential,01-Oct-14,3,0.3
72 Elm Road, ,KT2 6HU,515000,Semi-Detached, Freehold, Residential,01-Oct-14,3,0.4
58 Willoughby Road, ,KT2 6LJ,785000,Semi-Detached, Freehold, Residential,01-Oct-14,4,0.4
30 The Farthings, ,KT2 7PT,650000,Semi-Detached, Freehold, Residential,01-Oct-14,3,0.3
14 Wingfield Road, ,KT2 5LR,600000,Semi-Detached, Freehold, Residential,01-Oct-14,2,0.9
63 Clifton Road, ,KT2 6PJ,790000,Semi-Detached, Freehold, Residential,01-Oct-14,3,0.4
3 Seymour Road, ,KT1 4HN,500000,Semi-Detached, Freehold, Residential,01-Sep-14,2,0.1
8 Porchester Road, ,KT1 3PS,350000,Semi-Detached, Freehold, Residential,01-Sep-14,,
5 Charter Road, ,KT1 3PY,371000,Semi-Detached, Freehold, Residential,01-Sep-14,3,0.4
65 Richmond Park Road, ,KT2 6AQ,765000,Semi-Detached, Freehold, Residential,01-Sep-14,,
302 Tudor Drive, ,KT2 5QL,675000,Semi-Detached, Freehold, Residential,01-Sep-14,4,0.9
8 Bockhampton Road, ,KT2 5JU,828000,Semi-Detached, Freehold, Residential,01-Sep-14,,
125 Latchmere Lane, ,KT2 5NX,642000,Semi-Detached, Freehold, Residential,01-Sep-14,3,1
22 Elm Road, ,KT2 6HP,555000,Semi-Detached, Freehold, Residential,01-Sep-14,,
34 Dickerage Road, ,KT1 3SS,899950,Semi-Detached, Freehold, Residential,01-Sep-14,,
1b School Lane, ,KT1 4DF,499950,Semi-Detached, Freehold, Residential,01-Sep-14,,
24 Revell Road, ,KT1 3SW,870000,Semi-Detached, Freehold, Residential,01-Sep-14,4,0.3
35 Grange Road, ,KT1 2QU,670000,Semi-Detached, Freehold, Residential,01-Sep-14,,
36 Eastbury Road, ,KT2 5AN,945000,Semi-Detached, Freehold, Residential,01-Sep-14,,
101 Kingston Hill, ,KT2 7PZ,1150000,Semi-Detached, Freehold, Residential (New Build),01-Sep-14,5,0.4
47 Clifton Road, ,KT2 6PJ,720000,Semi-Detached, Freehold, Residential,01-Sep-14,3,0.4
8 Norbiton Avenue, ,KT1 3QS,927500,Semi-Detached, Freehold, Residential,01-Sep-14,5,0.1
42 Rosebery Road, ,KT1 3LN,395600,Semi-Detached, Freehold, Residential,01-Sep-14,3,0.3
3 Alfred Road, ,KT1 2UA,615000,Semi-Detached, Freehold, Residential,01-Sep-14,2,0.7
38 Albert Road, ,KT1 3DH,545000,Semi-Detached, Freehold, Residential,01-Sep-14,,
23 Chesham Road, ,KT1 3AG,820000,Semi-Detached, Freehold, Residential,01-Sep-14,3,0.2
20 East Road, ,KT2 6EL,570000,Semi-Detached, Freehold, Residential,01-Aug-14,3,0.2
34 Dawson Road, ,KT1 3AT,550550,Semi-Detached, Freehold, Residential,01-Aug-14,,
94 Gibbon Road, ,KT2 6AA,515000,Semi-Detached, Freehold, Residential,01-Aug-14,4,0.4
45 Gloucester Road, ,KT1 3RD,731000,Semi-Detached, Freehold, Residential,01-Aug-14,,
20 East Road, ,KT2 6EL,570000,Semi-Detached, Freehold, Residential,01-Aug-14,3,
34 Dawson Road, ,KT1 3AT,550550,Semi-Detached, Freehold, Residential,01-Aug-14,,
94 Gibbon Road, ,KT2 6AA,515000,Semi-Detached, Freehold, Residential,01-Aug-14,4,
45 Gloucester Road, ,KT1 3RD,731000,Semi-Detached, Freehold, Residential,01-Aug-14,,
16 Cardinal Avenue, ,KT2 5SB,635000,Semi-Detached, Freehold, Residential,01-Aug-14,,
34 Craven Road, ,KT2 6LW,775000,Semi-Detached, Freehold, Residential,01-Aug-14,2,0.4
31 Dagmar Road, ,KT2 6DP,685000,Semi-Detached, Freehold, Residential,01-Aug-14,4,0.4
26 Orme Road, ,KT1 3SA,750000,Semi-Detached, Freehold, Residential,01-Aug-14,3,0.3
110 Norbiton Avenue, ,KT1 3QP,725000,Semi-Detached, Freehold, Residential,01-Aug-14,,
56 Elm Road, ,KT2 6HP,634829,Semi-Detached, Freehold, Residential,01-Aug-14,3,0.3
271 Park Road, ,KT2 5LW,875000,Semi-Detached, Freehold, Residential,01-Aug-14,,
50 Archer Close, ,KT2 5NF,425000,Semi-Detached, Freehold, Residential,01-Aug-14,2,0.5
9 Debden Close, ,KT2 5GD,615000,Semi-Detached, Freehold, Residential,01-Aug-14,,
8 Acre Road, ,KT2 6EF,540000,Semi-Detached, Freehold, Residential,01-Aug-14,,
36 Clevedon Road, ,KT1 3AD,899950,Semi-Detached, Freehold, Residential,01-Aug-14,6,0.2
84 Villiers Road, ,KT1 3BB,469950,Semi-Detached, Freehold, Residential,01-Aug-14,2,0.7
53 Rosebery Road, ,KT1 3LJ,365000,Semi-Detached, Freehold, Residential,01-Aug-14,3,0.3
10 Grove Lane, ,KT1 2ST,1000000,Semi-Detached, Freehold, Residential,01-Aug-14,5,0.8
14 Clevedon Road, ,KT1 3AD,813500,Semi-Detached, Freehold, Residential,01-Aug-14,3,0.2
96 Durlston Road, ,KT2 5RU,900000,Semi-Detached, Freehold, Residential,01-Jul-14,,
40 Portman Road, ,KT1 3DY,575000,Semi-Detached, Freehold, Residential,01-Jul-14,,
204 Richmond Road, ,KT2 5HE,1450000,Semi-Detached, Freehold, Residential,01-Jul-14,,
1 Kensington Gardens, ,KT1 2JU,630000,Semi-Detached, Freehold, Residential,01-Jul-14,3,0.6
6 Anne Boleyns Walk, ,KT2 5NS,709000,Semi-Detached, Freehold, Residential,01-Jul-14,3,1
10a Upper Teddington Road, ,KT1 4DY,355000,Semi-Detached, Leasehold, Residential,01-Jul-14,1,0.1
17 Craven Road, ,KT2 6LW,940000,Semi-Detached, Freehold, Residential,01-Jul-14,,
90 Norbiton Avenue, ,KT1 3QP,835000,Semi-Detached, Freehold, Residential,01-Jul-14,,
55 Chatham Road, ,KT1 3AB,720000,Semi-Detached, Freehold, Residential,01-Jul-14,3,0.2
22 Grove Close, ,KT1 2SS,322000,Semi-Detached, Leasehold, Residential,01-Jul-14,,
26 Wolsey Drive, ,KT2 5DN,620000,Semi-Detached, Freehold, Residential,01-Jul-14,,
4 Woodside Road, ,KT2 5AT,963001,Semi-Detached, Freehold, Residential,01-Jul-14,3,0.4
4 Parkgate Close, ,KT2 7LU,835000,Semi-Detached, Freehold, Residential,01-Jul-14,,
116 Tudor Drive, ,KT2 5QF,615000,Semi-Detached, Freehold, Residential,01-Jul-14,3,1.1
12 Hornchurch Close, ,KT2 5GH,500000,Semi-Detached, Freehold, Residential,01-Jul-14,2,1.1
99 Portland Road, ,KT1 2SW,541500,Semi-Detached, Freehold, Residential,01-Jul-14,3,0.7
66 The Bittoms, ,KT1 2AP,665000,Semi-Detached, Freehold, Residential,01-Jul-14,3,0.5
26 Princes Road, ,KT2 6AZ,976200,Semi-Detached, Freehold, Residential,01-Jun-14,3,0.3
26 Woodbines Avenue, ,KT1 2AY,992500,Semi-Detached, Freehold, Residential,01-Jun-14,5,0.7
72 Gloucester Road, ,KT1 3RA,655000,Semi-Detached, Freehold, Residential,01-Jun-14,3,0.2
3 Portman Road, ,KT1 3DY,390000,Semi-Detached, Freehold, Residential,01-Jun-14,3,0.4
48 Chatham Road, ,KT1 3AA,667500,Semi-Detached, Freehold, Residential,01-Jun-14,4,0.2
32 Wolsey Drive, ,KT2 5DN,593000,Semi-Detached, Freehold, Residential,01-Jun-14,3,0.8
60 Shortlands Road, ,KT2 6HE,737000,Semi-Detached, Freehold, Residential,01-Jun-14,3,0.5
23 Canbury Avenue, ,KT2 6JP,840000,Semi-Detached, Freehold, Residential,01-May-14,,
29 Berystede, ,KT2 7PQ,549000,Semi-Detached, Freehold, Residential,01-May-14,3,0.4
11 Piper Road, ,KT1 3EX,560000,Semi-Detached, Freehold, Residential,01-May-14,2,0.5
58 Norbiton Avenue, ,KT1 3QR,880000,Semi-Detached, Freehold, Residential,01-May-14,4,0.1
32 Chestnut Road, ,KT2 5AP,835000,Semi-Detached, Freehold, Residential,01-May-14,4,0.4
22 Wyndham Road, ,KT2 5JS,920000,Semi-Detached, Freehold, Residential,01-May-14,,
21 Rosebery Road, ,KT1 3LJ,360000,Semi-Detached, Freehold, Residential,01-May-14,3,0.3
44 Norbiton Avenue, ,KT1 3QR,880000,Semi-Detached, Freehold, Residential,01-May-14,5,0.1
81 Portland Road, ,KT1 2SH,400000,Semi-Detached, Freehold, Residential,01-May-14,3,0.6
Flat 7 Stewart House,42 Villiers Road,KT1 3AR,320000,Semi-Detached, Leasehold, Residential,01-May-14,,
27a Hardman Road, ,KT2 6RH,401500,Semi-Detached, Leasehold, Residential,01-May-14,2,0.2
5a Geneva Road, ,KT1 2TW,999999,Semi-Detached, Freehold, Residential,01-May-14,5,0.7
146 Kings Road, ,KT2 5HU,495000,Semi-Detached, Freehold, Residential,01-Apr-14,,
52 Gibbon Road, ,KT2 6AB,640000,Semi-Detached, Freehold, Residential,01-Apr-14,,
134 Kings Road, ,KT2 5HU,578500,Semi-Detached, Freehold, Residential,01-Apr-14,,
60 Dysart Avenue, ,KT2 5RA,700000,Semi-Detached, Freehold, Residential,01-Apr-14,4,0.9
35 Villiers Road, ,KT1 3AP,536000,Semi-Detached, Freehold, Residential,01-Apr-14,,
10 Kenley Road, ,KT1 3RS,880500,Semi-Detached, Freehold, Residential,01-Apr-14,4,0.4
314 Kings Road, ,KT2 5JL,823000,Semi-Detached, Freehold, Residential,01-Apr-14,3,0.5
14 Grove Footpath, Surbiton,KT5 8AT,595000,Semi-Detached, Freehold, Residential,01-Apr-14,3,0.5
35 Windsor Road, ,KT2 5EY,547500,Semi-Detached, Freehold, Residential,01-Apr-14,,
18 Church Grove, ,KT1 4AL,1195000,Semi-Detached, Freehold, Residential,01-Apr-14,,
84 Clifton Road, ,KT2 6PN,995000,Semi-Detached, Freehold, Residential,01-Apr-14,4,0.4
101 Portland Road, ,KT1 2SW,480000,Semi-Detached, Freehold, Residential,01-Mar-14,2,0.7
20 Gibbon Road, ,KT2 6AB,750000,Semi-Detached, Freehold, Residential,01-Mar-14,4,0.3
11 Balmoral Road, ,KT1 2TY,492000,Semi-Detached, Freehold, Residential,01-Mar-14,3,0.7
54 East Road, ,KT2 6EL,466000,Semi-Detached, Freehold, Residential,01-Mar-14,2,0.2
21 Wingfield Road, ,KT2 5LR,450500,Semi-Detached, Freehold, Residential,01-Mar-14,,
97 High Street, Hampton Wick ,KT1 4DG,650000,Semi-Detached, Freehold, Residential,01-Mar-14,,
52 Hollybush Road, ,KT2 5SE,526000,Semi-Detached, Freehold, Residential,01-Mar-14,3,0.9
67 Dickerage Road, ,KT1 3SR,635000,Semi-Detached, Freehold, Residential,01-Mar-14,4,0.5
9 St Albans Road, ,KT2 5HQ,1070000,Semi-Detached, Freehold, Residential,01-Mar-14,,
14 Somerset Road, ,KT1 3EA,385000,Semi-Detached, Freehold, Residential,01-Mar-14,2,0.5
72 Shortlands Road, ,KT2 6HE,791000,Semi-Detached, Freehold, Residential,01-Feb-14,,
139 Bonner Hill Road, ,KT1 3HE,335000,Semi-Detached, Freehold, Residential,01-Feb-14,3,0.4
15 Victoria Road, ,KT1 3DW,435000,Semi-Detached, Freehold, Residential,01-Feb-14,2,0.4
58 Tudor Drive, ,KT2 5QF,680000,Semi-Detached, Freehold, Residential,01-Feb-14,4,1.1
76 Norbiton Avenue, ,KT1 3QP,599950,Semi-Detached, Freehold, Residential,01-Feb-14,4,0.2
2 Warbank Lane, ,KT2 7ES,885000,Terraced, Freehold, Residential,01-Dec-18,5,0.9
186 Canbury Park Road, ,KT2 6LF,725000,Terraced, Freehold, Residential,01-Dec-18,3,0.4
50 Hollybush Road, ,KT2 5SE,720000,Terraced, Freehold, Residential,01-Dec-18,3,0.9
2 York Road, ,KT2 6JF,435000,Terraced, Freehold, Residential,01-Nov-18,2,0.5
35 Haygreen Close, ,KT2 7TS,330000,Terraced, Freehold, Residential,01-Nov-18,1,0.7
18 Earle Gardens, ,KT2 5TB,635000,Terraced, Freehold, Residential,01-Nov-18,4,0.6
144 Tudor Drive, ,KT2 5QG,750000,Terraced, Freehold, Residential,01-Nov-18,4,1
12 York Road, ,KT2 6JF,449950,Terraced, Freehold, Residential,01-Nov-18,2,0.5
200 Acre Road, ,KT2 6EU,610000,Terraced, Freehold, Residential,01-Nov-18,3,0.5
25 Homersham Road, ,KT1 3PL,924000,Terraced, Freehold, Residential,01-Nov-18,4,0.1
24 Bearfield Road, ,KT2 5ET,585000,Terraced, Freehold, Residential,01-Nov-18,2,0.4
170 Acre Road, ,KT2 6EU,850000,Terraced, Freehold, Residential,01-Nov-18,5,0.5
39 Wittering Close, ,KT2 5GA,880000,Terraced, Freehold, Residential,01-Oct-18,4,1
20 Crescent Road, ,KT2 7RG,760000,Terraced, Freehold, Residential,01-Oct-18,4,0.5
34 York Road, ,KT2 6JF,470000,Terraced, Freehold, Residential,01-Oct-18,2,0.5
9 Yeovilton Place, ,KT2 5GP,500000,Terraced, Freehold, Residential,01-Oct-18,,
14 Kingston Hill Place, ,KT2 7QY,925000,Terraced, Freehold, Residential,01-Oct-18,3,1.4
4 Florence Road, ,KT2 6JW,650000,Terraced, Freehold, Residential,01-Oct-18,3,0.5
28 Portland Road, ,KT1 2SG,692500,Terraced, Freehold, Residential,01-Oct-18,3,0.6
21 Samuel Gray Gardens, ,KT2 5UY,915000,Terraced, Freehold, Residential,01-Oct-18,3,0.3
52 High Street, Hampton Wick ,KT1 4DB,585000,Terraced, Freehold, Residential,01-Oct-18,3,0.1
17 Norbiton Common Road, ,KT1 3QB,485000,Terraced, Freehold, Residential,01-Oct-18,4,0.5
30 York Road, ,KT2 6JF,480000,Terraced, Freehold, Residential,01-Oct-18,2,0.5
109 Kingston Hill, ,KT2 7PZ,700000,Terraced, Freehold, Residential,01-Sep-18,,
28 Cambridge Road, ,KT1 3JY,405000,Terraced, Freehold, Residential,01-Sep-18,2,0.3
123 Canbury Park Road, ,KT2 6LH,735000,Terraced, Freehold, Residential,01-Sep-18,3,0.4
55 Earle Gardens, ,KT2 5TB,555000,Terraced, Freehold, Residential,01-Sep-18,3,0.6
9 Livesey Close, ,KT1 3GD,500000,Terraced, Freehold, Residential,01-Sep-18,3,0.5
106 Richmond Park Road, ,KT2 6AJ,630000,Terraced, Freehold, Residential,01-Sep-18,2,0.4
1 Raeburn Close, ,KT1 4HL,700000,Terraced, Freehold, Residential,01-Sep-18,3,0.3
17 Livesey Close, ,KT1 3GD,630000,Terraced, Freehold, Residential,01-Sep-18,4,0.5
3 Springfield Road, ,KT1 2SA,675000,Terraced, Freehold, Residential,01-Sep-18,3,0.6
45 Hollybush Road, ,KT2 5SD,625000,Terraced, Freehold, Residential,01-Sep-18,3,0.9
39 Kingsworthy Close, ,KT1 3ER,465000,Terraced, Freehold, Residential,01-Aug-18,2,0.5
13 Southsea Road, ,KT1 2EH,741000,Terraced, Freehold, Residential,01-Aug-18,3,0.6
18 Hollybush Road, ,KT2 5SE,725000,Terraced, Freehold, Residential,01-Aug-18,3,0.9
30 Wittering Close, ,KT2 5GA,925000,Terraced, Freehold, Residential,01-Aug-18,4,1
22 Kingston Hill Place, ,KT2 7QY,900000,Terraced, Freehold, Residential,01-Aug-18,3,1.4
61 Auckland Road, ,KT1 3BQ,580000,Terraced, Freehold, Residential,01-Aug-18,2,0.6
39 Cardinal Avenue, ,KT2 5RY,721000,Terraced, Freehold, Residential,01-Aug-18,3,0.9
33 Borough Road, ,KT2 6BD,536000,Terraced, Freehold, Residential,01-Aug-18,2,0.3
12 Earle Gardens, ,KT2 5TB,605000,Terraced, Freehold, Residential,01-Aug-18,4,0.6
59 Orme Road, ,KT1 3SD,565000,Terraced, Freehold, Residential,01-Aug-18,3,0.3
River Cottage2, Lower Teddington Road ,KT1 4ER,1425000,Terraced, Freehold, Residential,01-Aug-18,5,0.1
24 Gladstone Road, ,KT1 3HD,432000,Terraced, Freehold, Residential,01-Aug-18,2,0.5
51 Park Road, ,KT2 6DB,485000,Terraced, Freehold, Residential,01-Aug-18,3,0.3
15 Isabella Place, ,KT2 5PB,539950,Terraced, Freehold, Residential,01-Aug-18,2,1
61 Blenheim Gardens, ,KT2 7BJ,825000,Terraced, Freehold, Residential,01-Jul-18,4,0.4
75 Barnfield Avenue, ,KT2 5RG,675000,Terraced, Freehold, Residential,01-Jul-18,3,1.2
122 Wolsey Drive, ,KT2 5DW,620000,Terraced, Freehold, Residential,01-Jul-18,3,0.9
47 Park Road, ,KT2 6DB,560000,Terraced, Freehold, Residential,01-Jul-18,2,0.3
5 May Bate Avenue, ,KT2 5UR,1000000,Terraced, Freehold, Residential,01-Jul-18,5,0.2
172 Kings Road, ,KT2 5HU,675000,Terraced, Freehold, Residential,01-Jul-18,3,0.5
106 Richmond Road, ,KT2 5EP,835000,Terraced, Freehold, Residential,01-Jul-18,4,0.3
7 Glenthorne Road, ,KT1 2UB,502500,Terraced, Freehold, Residential,01-Jul-18,2,0.7
9 Chesham Road, ,KT1 3AG,760000,Terraced, Freehold, Residential,01-Jun-18,3,0.2
92 Richmond Park Road, ,KT2 6AJ,770000,Terraced, Freehold, Residential,01-Jun-18,3,0.4
55 Avenue Road, ,KT1 2RD,499950,Terraced, Freehold, Residential,01-Jun-18,2,0.5
124 Richmond Park Road, ,KT2 6AJ,450000,Terraced, Freehold, Residential,01-Jun-18,2,0.4
61 Wolsey Drive, ,KT2 5DP,626500,Terraced, Freehold, Residential,01-Jun-18,3,0.8
59 Wolsey Drive, ,KT2 5DP,615000,Terraced, Freehold, Residential,01-Jun-18,3,0.8
24 Elton Road, ,KT2 6BZ,820000,Terraced, Freehold, Residential,01-Jun-18,4,0.3
126 Tudor Drive, ,KT2 5QG,805000,Terraced, Freehold, Residential,01-Jun-18,,
25a Crescent Road, ,KT2 7RD,811000,Terraced, Freehold, Residential,01-Jun-18,4,0.5
6 Princes Road, ,KT2 6AZ,650000,Terraced, Freehold, Residential,01-Jun-18,3,0.3
167 Park Road, ,KT2 6DQ,775000,Terraced, Freehold, Residential,01-Jun-18,4,0.5
32 Eaton Drive, ,KT2 7QT,678800,Terraced, Freehold, Residential,01-Jun-18,4,0.4
13 Lower Kings Road, ,KT2 5JA,580000,Terraced, Freehold, Residential,01-Jun-18,2,0.3
2b Elton Road, ,KT2 6BZ,1020000,Terraced, Freehold, Residential,01-Jun-18,4,0.3
10 Chivenor Grove, ,KT2 5GE,900000,Terraced, Freehold, Residential,01-Jun-18,5,0.9
41 Latchmere Lane, ,KT2 5SQ,630000,Terraced, Freehold, Residential,01-May-18,3,0.8
2 Warwick Road, ,KT1 4DW,600000,Terraced, Freehold, Residential,01-May-18,3,0.2
26 Lancaster Gardens, ,KT2 5NL,999995,Terraced, Freehold, Residential,01-May-18,3,0.9
18 Victoria Road, ,KT1 3DW,525000,Terraced, Freehold, Residential,01-May-18,2,0.4
14 Fairfield East, ,KT1 2PT,595000,Terraced, Freehold, Residential,01-May-18,3,0.3
5 Quayside Walk, ,KT1 1HY,1990000,Terraced, Leasehold, Residential,01-May-18,4,0.3
5 Alexandra Road, ,KT2 6SD,612500,Terraced, Freehold, Residential,01-May-18,3,0.4
6 Dumbleton Close, ,KT1 3ST,350000,Terraced, Freehold, Residential,01-May-18,,
2d Elton Road, ,KT2 6BZ,1020000,Terraced, Freehold, Residential,01-May-18,,
6 Charter Square, ,KT1 3PZ,433000,Terraced, Freehold, Residential,01-Apr-18,3,0.4
38 The Farthings, ,KT2 7PT,540000,Terraced, Freehold, Residential,01-Apr-18,3,0.3
56 York Road, ,KT2 6JF,485000,Terraced, Freehold, Residential,01-Apr-18,2,0.5
7 Raeburn Close, ,KT1 4HL,759950,Terraced, Freehold, Residential,01-Apr-18,4,0.3
57 Alfred Road, ,KT1 2TZ,540000,Terraced, Freehold, Residential,01-Apr-18,2,0.7
5a Lower Teddington Road, ,KT1 4ER,915300,Terraced, Freehold, Residential,01-Apr-18,3,0.1
125 Barnfield Avenue, ,KT2 5RG,645000,Terraced, Freehold, Residential,01-Apr-18,3,1.2
174 Kings Road, ,KT2 5HU,712500,Terraced, Freehold, Residential,01-Apr-18,3,0.5
22 York Road, ,KT2 6JF,500000,Terraced, Freehold, Residential,01-Apr-18,2,0.5
98 Wolsey Drive, ,KT2 5DW,730000,Terraced, Freehold, Residential,01-Apr-18,4,0.9
7 Southsea Road, ,KT1 2EH,499950,Terraced, Freehold, Residential,01-Apr-18,2,0.6
38 Cardinal Avenue, ,KT2 5SB,740000,Terraced, Freehold, Residential,01-Mar-18,3,0.9
39 Park Road, ,KT2 6BX,600000,Terraced, Freehold, Residential,01-Mar-18,3,0.2
29 Upper Teddington Road, ,KT1 4DL,1265000,Terraced, Leasehold, Residential,01-Mar-18,,
23 Park Road, Hampton Wick ,KT1 4AS,537500,Terraced, Freehold, Residential,01-Mar-18,2,0.1
15 Southsea Road, ,KT1 2EH,480000,Terraced, Freehold, Residential,01-Mar-18,2,0.6
30 Cardinal Avenue, ,KT2 5SB,620000,Terraced, Freehold, Residential,01-Mar-18,3,0.9
23 Westfield Court, Portsmouth Road Surbiton,KT6 4HG,650000,Terraced, Leasehold, Residential,01-Mar-18,,
4 Grosvenor Gardens, ,KT2 5BE,948000,Terraced, Freehold, Residential,01-Mar-18,5,0.8
33 Upper Teddington Road, ,KT1 4DL,1350000,Terraced, Leasehold, Residential,01-Mar-18,,
89 Blenheim Gardens, ,KT2 7BJ,675000,Terraced, Freehold, Residential,01-Mar-18,4,0.4
171 Park Road, ,KT2 6DQ,807500,Terraced, Freehold, Residential,01-Feb-18,4,0.5
11 Dumbleton Close, ,KT1 3ST,540000,Terraced, Freehold, Residential,01-Feb-18,3,0.1
28 Livesey Close, ,KT1 3GD,640500,Terraced, Freehold, Residential,01-Feb-18,5,0.5
242 Kings Road, ,KT2 5HX,850000,Terraced, Freehold, Residential,01-Feb-18,3,0.6
42 Vincent Road, ,KT1 3HJ,401500,Terraced, Freehold, Residential,01-Jan-18,2,0.4
47 Upper Teddington Road, ,KT1 4DL,1350000,Terraced, Freehold, Residential (New Build),01-Jan-18,,
28 Samuel Gray Gardens, ,KT2 5UY,800000,Terraced, Freehold, Residential,01-Jan-18,4,0.3
161 Barnfield Avenue, ,KT2 5RQ,745000,Terraced, Freehold, Residential,01-Jan-18,4,1.1
14 Dumbleton Close, ,KT1 3ST,550000,Terraced, Freehold, Residential,01-Jan-18,3,0.1
